Id,Lot Frontage,Lot Area,Overall Cond,Year Remod/Add,Mas Vnr Area,Exter Cond,Bsmt Qual,Bsmt Exposure,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,Kitchen AbvGr,Fireplace Qu,Garage Finish,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,SalePrice,TotalBathroom,isNew,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Garage Type_None,MS Zoning_FV,MS Zoning_RM,Neighborhood_Blmngtn,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Exterior 1st_AsbShng,Exterior 1st_BrkFace,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_MetalSd,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Exterior 2nd_BrkFace,Exterior 2nd_HdBoard,Exterior 2nd_Plywood,Exterior 2nd_Stucco,Exterior 2nd_Wd Shng,Foundation_BrkTil,Foundation_PConc,Foundation_Slab,MS SubClass_20,MS SubClass_30,MS SubClass_50,MS SubClass_60,MS SubClass_70,MS SubClass_80,MS SubClass_85,MS SubClass_120,MS SubClass_160,MS SubClass_190
809,64.0,7018,5,1979,275.0,0,2.0,2,1086.0,0.0,0.0,0,1224,2,2,3,1,528.0,120,0,0,0,0,0,0,6,153337,4.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,54.0,6629,6,1950,0.0,1,0.0,0,551.0,0.0,121.0,0,1369,3,1,0,1,300.0,147,0,0,0,0,0,0,7,103600,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
262,75.0,10650,6,1976,0.0,0,0.0,2,182.0,712.0,0.0,0,894,3,1,0,1,308.0,365,0,0,0,0,0,0,2,128200,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
101,69.05520046484602,2117,5,2000,216.0,0,2.0,0,378.0,0.0,378.0,0,1573,3,1,0,1,440.0,0,32,0,0,0,0,0,6,177500,3.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
48,105.0,13650,5,2002,232.0,0,2.0,3,578.0,0.0,1093.0,0,2250,3,1,5,3,756.0,238,130,0,0,0,0,0,6,320000,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
489,42.0,8433,5,2000,0.0,0,2.0,0,683.0,0.0,111.0,0,1514,3,1,3,3,394.0,0,72,0,0,0,0,0,6,190000,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2369,21.0,1680,5,1971,236.0,0,0.0,0,0.0,0.0,672.0,0,1218,3,1,0,0,0.0,201,0,0,0,0,0,0,4,91500,2.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
707,50.0,6000,4,1954,0.0,0,0.0,0,0.0,0.0,811.0,0,1387,3,2,0,1,256.0,0,0,0,0,0,0,0,11,93000,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1556,50.0,8500,4,1950,0.0,-1,0.0,0,0.0,0.0,649.0,0,1317,3,1,0,1,250.0,0,54,172,0,0,0,0,7,40000,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2034,60.0,6882,7,2006,0.0,0,0.0,0,0.0,0.0,684.0,0,1355,3,1,0,0,0.0,136,0,115,0,0,0,0,3,127000,2.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
308,66.0,8712,7,1950,0.0,-1,0.0,0,0.0,0.0,756.0,0,952,3,1,0,2,330.0,0,0,265,0,0,0,0,6,50138,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2176,69.05520046484602,7917,7,1976,174.0,1,0.0,0,751.0,0.0,392.0,0,1113,3,1,2,2,504.0,370,30,0,0,0,0,0,5,148000,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1549,71.0,6900,6,1955,0.0,0,0.0,0,403.0,125.0,212.0,0,778,2,1,4,3,924.0,0,25,0,0,0,0,0,2,120500,1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
909,60.0,9900,7,1950,0.0,0,0.0,0,0.0,0.0,778.0,0,1489,3,1,4,1,240.0,335,0,0,0,0,0,0,7,139500,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
892,86.0,13286,5,2008,340.0,0,4.0,0,1234.0,0.0,464.0,0,1698,3,1,4,3,768.0,327,64,0,0,0,0,0,2,320000,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2045,107.0,12888,8,1980,0.0,1,0.0,0,288.0,0.0,717.0,0,2267,3,1,4,3,498.0,521,0,0,0,0,0,0,4,219000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2927,69.05520046484602,8885,5,1983,0.0,0,2.0,2,301.0,324.0,239.0,0,902,2,1,0,1,484.0,164,0,0,0,0,0,0,6,131000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1732,62.0,8857,5,2006,0.0,0,2.0,0,0.0,0.0,738.0,0,1495,3,1,4,2,440.0,100,30,0,0,0,0,0,3,171925,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
998,53.0,14137,5,1997,0.0,0,2.0,0,450.0,0.0,898.0,0,1384,3,1,0,1,404.0,0,39,0,0,0,0,0,11,177900,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2203,53.0,6720,7,1950,0.0,0,0.0,0,0.0,0.0,585.0,0,1436,3,1,4,1,228.0,184,0,0,0,0,0,0,4,141500,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
356,60.0,7500,5,1999,0.0,0,2.0,0,476.0,0.0,476.0,0,1636,3,1,3,3,440.0,0,84,0,0,0,0,0,10,191000,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2475,63.0,13072,5,2004,0.0,0,2.0,0,941.0,0.0,217.0,0,1158,3,1,0,1,576.0,0,50,0,0,0,0,0,5,158000,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2264,67.0,10656,5,2007,274.0,0,2.0,2,0.0,0.0,1638.0,0,1646,3,1,4,2,870.0,192,80,0,0,0,0,0,11,248900,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2201,60.0,7200,7,1950,252.0,0,2.0,0,569.0,0.0,162.0,0,1768,3,1,3,1,240.0,0,0,264,0,0,0,0,6,175000,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2545,80.0,8800,7,2000,0.0,1,0.0,1,901.0,252.0,34.0,0,1565,3,1,3,2,299.0,200,25,211,0,0,0,460,6,185900,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2660,60.0,10800,7,1970,0.0,0,2.0,1,390.0,0.0,490.0,0,1768,2,1,3,1,320.0,0,341,0,0,0,0,0,10,163000,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2882,50.0,9000,6,1951,0.0,-1,0.0,1,0.0,0.0,660.0,0,1396,4,2,0,0,0.0,0,0,0,0,0,0,0,10,115000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1379,80.0,13014,5,1978,39.0,0,0.0,2,528.0,0.0,480.0,0,1096,3,1,2,1,484.0,168,0,0,0,0,0,0,12,157500,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
491,69.05520046484602,15896,5,1999,210.0,0,2.0,0,913.0,0.0,264.0,0,2312,4,1,3,3,658.0,298,0,0,0,0,0,0,5,245000,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1002,41.0,5395,5,1993,0.0,0,2.0,0,733.0,0.0,604.0,0,1337,2,1,3,2,462.0,96,0,70,168,0,0,0,10,180000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1848,69.05520046484602,5105,5,2004,0.0,0,2.0,0,239.0,0.0,312.0,0,1102,2,1,0,1,480.0,0,60,0,0,0,0,0,3,148800,3.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1455,75.0,9473,5,2002,0.0,0,2.0,0,804.0,0.0,324.0,0,2031,3,1,4,2,577.0,0,211,0,0,0,0,0,3,237000,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
908,60.0,8400,5,1950,0.0,0,0.0,0,290.0,0.0,0.0,0,438,1,1,0,1,246.0,0,0,0,0,0,0,0,1,60000,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1490,64.0,12102,5,1976,222.0,0,2.0,3,456.0,0.0,0.0,0,1033,3,1,0,2,504.0,224,0,0,0,0,0,0,4,165000,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1465,41.0,10905,5,2003,0.0,0,2.0,0,0.0,0.0,1129.0,0,2327,4,1,4,2,596.0,0,57,0,0,0,0,0,8,240000,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1627,69.05520046484602,9556,5,1993,52.0,0,2.0,0,0.0,0.0,1168.0,0,1187,3,1,0,2,420.0,0,21,0,0,0,0,0,8,160000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2849,58.0,6430,6,1950,0.0,0,0.0,2,780.0,0.0,0.0,0,1340,3,1,0,1,440.0,0,0,0,0,0,0,0,7,128000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1501,65.0,6040,5,1955,0.0,0,-0.5,0,0.0,0.0,0.0,0,1152,2,2,0,0,0.0,0,0,0,0,0,0,0,6,82000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
626,80.0,14695,8,2008,210.0,1,0.0,0,1387.0,0.0,175.0,0,1567,2,1,4,1,542.0,0,110,0,0,342,0,0,7,256000,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
722,50.0,9000,9,1988,0.0,1,0.0,0,624.0,0.0,26.0,0,1482,3,1,0,1,324.0,0,0,0,0,0,0,0,7,143000,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2260,67.0,8368,5,2007,0.0,0,2.0,0,0.0,0.0,1689.0,0,1689,3,1,0,3,433.0,100,39,0,0,0,0,0,4,231713,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1639,195.0,41600,5,1990,0.0,0,2.0,3,1047.0,0.0,53.0,0,1424,3,1,0,1,828.0,144,0,0,0,0,0,0,11,155000,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1603,59.0,6490,7,1983,0.0,1,0.0,0,534.0,0.0,282.0,0,816,2,1,0,1,264.0,315,0,0,0,0,0,0,4,128500,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1520,60.0,7290,8,1950,174.0,0,0.0,0,0.0,0.0,1228.0,0,1424,2,1,4,1,312.0,0,0,90,0,0,0,0,4,168000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
1665,69.05520046484602,7472,9,2004,138.0,0,0.0,0,626.0,0.0,99.0,0,1479,4,1,0,3,484.0,0,32,0,0,0,0,0,6,184000,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2635,70.0,7000,5,1962,0.0,0,0.0,2,953.0,0.0,72.0,0,1025,3,1,0,0,0.0,96,80,0,0,0,0,0,3,124000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
581,69.05520046484602,11717,6,1970,571.0,0,0.0,0,0.0,0.0,1442.0,0,1442,2,1,3,2,615.0,371,0,0,0,0,0,0,2,185000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2435,106.0,11194,5,2000,40.0,0,2.0,0,0.0,0.0,1406.0,0,1936,3,1,3,2,504.0,188,124,0,0,0,0,0,11,230500,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2799,90.0,11250,5,1998,227.0,0,2.0,1,796.0,0.0,258.0,0,1939,3,1,3,2,555.0,128,84,0,0,0,0,0,5,227000,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
883,64.0,8633,5,2005,0.0,0,2.0,0,193.0,0.0,545.0,0,1476,3,1,0,3,540.0,100,35,0,0,0,0,0,2,173500,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2537,70.0,8400,6,1968,0.0,0,2.0,3,744.0,0.0,89.0,0,898,3,1,0,2,326.0,143,0,0,0,0,0,0,8,140000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1120,87.0,10037,5,2007,0.0,0,4.0,0,666.0,0.0,794.0,0,1460,3,1,4,3,480.0,0,20,0,0,0,0,0,8,247000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
774,69.05520046484602,8014,5,1978,23.0,0,2.0,3,456.0,0.0,0.0,0,1034,3,1,2,3,504.0,0,0,0,0,0,0,0,6,149900,2.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1447,69.05520046484602,12250,6,1978,180.0,0,2.0,1,781.0,0.0,83.0,0,1174,3,1,0,1,528.0,211,0,280,0,0,0,0,5,158000,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
104,69.05520046484602,2403,5,2003,0.0,0,2.0,0,244.0,0.0,286.0,0,1080,2,1,0,2,496.0,0,50,0,0,0,0,0,6,147110,3.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2694,50.0,8600,6,1950,0.0,0,0.0,0,0.0,0.0,780.0,0,1376,3,1,4,1,198.0,0,0,0,0,0,0,0,6,119500,2.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
920,60.0,13680,6,1950,0.0,0,0.0,0,728.0,0.0,112.0,0,1567,2,1,3,1,440.0,0,21,150,0,0,0,0,2,205000,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1951,60.0,10800,9,1999,0.0,1,2.0,2,0.0,0.0,736.0,0,1534,3,1,0,0,0.0,0,112,0,0,0,0,0,7,148000,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,39.0,5389,5,1996,0.0,0,2.0,0,1180.0,0.0,415.0,0,1616,2,1,3,2,608.0,237,152,0,0,0,0,0,3,236500,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2848,60.0,10890,5,1950,0.0,0,-0.25,0,930.0,0.0,128.0,0,1551,3,1,0,1,240.0,0,0,0,0,0,0,0,7,137000,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
614,68.0,9768,5,1955,0.0,0,0.0,0,100.0,247.0,613.0,0,960,2,1,0,2,330.0,0,70,0,0,0,0,0,2,122000,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1736,73.0,8993,5,2007,0.0,0,2.0,2,0.0,0.0,1302.0,0,1302,3,1,0,3,436.0,0,22,0,0,0,0,0,8,176485,2.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2686,50.0,11672,5,1950,0.0,0,0.0,0,0.0,0.0,816.0,0,816,2,1,0,1,210.0,168,0,112,0,0,0,0,7,109000,1.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2257,69.05520046484602,9763,5,1998,239.0,0,2.0,0,1102.0,72.0,328.0,0,1502,1,1,3,3,286.0,0,0,0,0,0,0,0,9,330000,3.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1284,56.0,9836,5,2008,0.0,0,0.0,0,96.0,0.0,96.0,0,1133,3,1,0,1,308.0,0,175,0,0,0,0,0,12,143000,2.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1765,89.0,10557,5,1998,422.0,0,4.0,3,672.0,0.0,736.0,0,3078,4,1,3,3,806.0,108,87,0,0,0,0,0,7,410000,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1811,70.0,8462,5,1994,105.0,1,2.0,0,814.0,0.0,114.0,0,1721,3,1,0,2,471.0,300,87,0,0,0,0,0,7,201000,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
